subscription_revenue,api_revenue,project_revenue,licensing_revenue,total_costs,infrastructure_cost,data_cost,personnel_cost,marketing_cost,gross_revenue,adjusted_revenue,gross_profit,profit_margin,roi_percent,monthly_value,hours_saved,total_subscribers,api_calls,project_count,automation_savings
27240.066905082072,3778.495109310901,24341.574110944737,10398.373412599492,8032.107678777227,1112.3221160032356,2554.2041516020995,3192.1067917073797,1173.4746194645122,65758.5095379372,97553.62398512222,89521.51630634499,0.9176646919851773,1114.5457691370661,89521.51630634499,1627.663932842636,235.94058016567794,617491,2,0.13919343982674393
27953.648834191295,8000.947977196593,24934.980460251776,14428.58093967926,6717.979741062619,821.930124620726,2019.1643395514889,3205.2654969273926,671.6197799630111,75318.15821131892,93852.12575858881,87134.14601752619,0.9284195250052946,1297.0290083629177,87134.14601752619,1584.257200318658,261.0201456704114,800493,3,0.14712536245552657
17931.83763131708,7369.698527523364,43524.07343700849,21102.607822466874,6726.373975589448,1071.5907208272183,2036.29074009859,3016.817070257292,601.6754444063467,89928.2174183158,76275.51436415,69549.14038856055,0.9118147674039038,1033.97671079485,69549.14038856055,1264.5298252465554,235.10657390443066,736359,3,0.10388218670685244
24342.82467235483,4848.397380740802,25888.580948382245,21631.854871285064,5707.600232186302,1191.6727313775582,1498.9476747784286,2439.6148358585674,577.3649901717474,76711.65787276294,95732.57505098658,90024.97481880027,0.9403797481771855,1577.2824156662443,90024.97481880027,1636.8177239781867,270.0825617424004,467110,4,0.2940972797310484
15583.840215252934,2494.901219246467,44416.16733898275,20984.244998091748,8487.160034262597,470.5512020702752,1898.2447628964958,4373.391294369714,1744.9727749261112,83479.1537715739,92856.56247273782,84369.40243847523,0.9085992437340724,994.0828510111348,84369.40243847523,1533.989135245004,137.9830052079627,158967,5,0.2559465514369339
20490.844072578446,3395.6587533580014,46065.9895764583,18123.044020016623,7811.108720316483,545.3890082203393,2470.8796024576363,3662.717307791564,1132.1228018469437,88075.53642241136,79432.63295559093,71621.52423527445,0.9016637315209796,916.9187985949908,71621.52423527445,1302.2095315504446,136.77532659477936,718319,5,0.16096596457884652
23085.83827031848,8938.28660195293,7792.785081566977,6321.805078075214,9376.809919681595,1315.1421145905008,2118.7694461643755,4838.42164421889,1104.4767147078292,46138.715031913605,36822.74122556222,27445.931305880622,0.7453527464931848,292.70009247252176,27445.931305880622,499.01693283419314,214.42268361412673,714592,1,0.16157835578111027
27016.681419332243,2352.605688587705,30771.46468269623,15174.962932171811,7122.800614213494,560.1620245820382,2215.0168208820614,3669.5993664639,678.0224022854937,75315.71472278799,102360.15814529866,95237.35753108516,0.9304143258151009,1337.077403809953,95237.35753108516,1731.5883187470029,320.1284722921187,180617,4,0.21789497455708792
27264.94958051423,3250.3178168845616,29131.183728776727,12598.631816693423,6442.079354827654,588.2814367429166,2336.5236497789056,2500.3805187230173,1016.8937495828145,72245.08294286895,122878.06754831682,116435.98819348916,0.9475733995222982,1807.4286543246747,116435.98819348916,2117.0179671543483,300.34605117454316,762347,3,0.1527207589489174
17771.560934629117,4432.332155756512,18100.53954270677,3430.2955052355774,7719.290976840484,845.5398850907553,1174.8256922831415,3827.908361310588,1871.0170381559992,43734.72813832798,65034.977259805266,57315.68628296478,0.8813055481513733,742.4993623756902,57315.68628296478,1042.103386962996,163.22225027296088,887240,3,0.2432160788243586
28600.782656651598,2917.043570422714,29353.305263708127,5000.0,7250.69684330735,581.4307588502783,1609.8534355280412,3298.465965733283,1760.9466831957468,65871.13149078244,77878.45738132972,70627.76053802237,0.9068972718886237,974.0823822087432,70627.76053802237,1284.1411006913158,238.458715008179,308457,3,0.29258913983850043
36705.43937797195,3737.3708595997605,25495.0741897738,16224.30587990807,7839.403640272773,1136.4051824655908,2247.3862485406917,3861.110896785212,594.5013124812782,82162.19030725358,121648.77383879725,113809.37019852447,0.9355570681652644,1451.7605601255207,113809.37019852447,2069.2612763368084,302.73001620064275,970185,4,0.29062722530998286
29704.020027216968,3631.380790343159,40422.50986260417,14080.898412875422,7529.924838153891,1033.576391556726,1671.736911751475,2824.9187385976884,1999.6927962480015,87838.80909303972,137327.27198791326,129797.34714975937,0.9451680301432287,1723.7535558400307,129797.34714975937,2359.9517663592615,307.4553327850511,366658,4,0.2739907577719558
28827.417696177123,5718.572376437523,5434.365858927033,2050.8236134910835,6905.403172123753,511.12986365486177,1922.3631056294082,2561.639514297981,1910.2706885415023,42031.17954503276,96644.0569718213,89738.65379969754,0.9285480826396063,1299.5425692443453,89738.65379969754,1631.611887267228,122.6518153282659,998465,1,0.14148903507481364
23628.05935647509,4911.85966558411,14096.15527771664,14158.315879569787,6882.426056755653,587.5099586889254,1045.501636510791,3545.5769958885794,1703.8374656673575,56794.390179345624,60977.941600370854,54095.5155436152,0.8871325289748089,785.9948671808266,54095.5155436152,983.5548280657309,270.91207056848623,597544,2,0.2853220718522421
26161.974005708733,3861.52058403702,48843.64952593332,1666.6666666666667,7077.377482847437,1193.4477560312941,1416.9663164203546,2595.6525787746677,1871.3108316211212,80533.81078234574,111443.99270541122,104366.61522256378,0.9364938628719482,1474.6509632346758,104366.61522256378,1897.5748222284324,327.5526856578103,313808,4,0.25608351105277993
29112.67002925502,5486.88454512428,17585.94405757761,18249.338433443023,5890.372451578538,465.46050186021864,1868.2807753796526,2597.729232339279,958.9019419993879,70434.83706539993,81046.03231242705,75155.65986084851,0.9273206561319184,1275.9067525638015,75155.65986084851,1366.4665429245183,172.90749255326426,516149,3,0.24079656504548697
20492.2256868618,9347.547773293092,24298.228349249268,24407.690395051148,8324.06772035827,922.8391889800935,2788.088490458354,3415.443518270981,1197.6965226488423,78545.6922044553,82263.97357952931,73939.90585917103,0.8988127200990247,888.266510354491,73939.90585917103,1344.3619247122006,118.92800656913288,931908,4,0.19516624706570762
27231.920158334113,3759.480500092939,17942.338896037912,12093.093378050835,7162.249957821004,661.7547757563867,1756.9717741932259,3260.896164194524,1482.6272436768675,61026.8329325158,84283.84491345237,77121.59495563137,0.9150222683222909,1076.7788810751633,77121.59495563137,1402.2108173751158,323.6107982520948,397275,2,0.24532180101185083
23474.313107929403,2761.5724000000832,38913.058731104335,21144.37252746567,7446.096184793621,705.4145384473268,2033.9791183985078,3489.30627240234,1217.396255545447,86293.3167664995,95816.34993831793,88370.2537535243,0.9222878330307189,1186.7997882433156,88370.2537535243,1606.7318864277147,210.37374377318199,200730,4,0.10141980790859913
25681.402664699515,4575.980688572138,39156.023016004634,10211.873603582357,6820.703072775395,617.3592886584313,1923.0227151681754,3740.328766455332,539.9923024934574,79625.27997285864,138443.43478666418,131622.7317138888,0.9507329250875217,1929.7531399549769,131622.7317138888,2393.1405766161597,148.9654063955511,589763,3,0.16606174492688847
25815.10266400147,5217.972520281512,6494.370201254271,5073.652496977327,7400.398943553631,887.2103352033636,2211.391535456603,3090.2904279164286,1211.506644977237,42601.09788251459,74068.05698276346,66667.65803920983,0.90008649821507,900.8657309925562,66667.65803920983,1212.1392370765423,322.88082885003337,635337,1,0.29605895012490113
27522.864841155686,2524.4956367586456,20073.527865099113,9551.848181824196,6827.967437060174,1031.570814612877,1511.444930415797,2649.865569983315,1635.0861220481845,59672.736524837645,86428.93272506558,79600.9652880054,0.9209990541155906,1165.8076290164342,79600.9652880054,1447.2902779637348,212.8007560631805,276991,4,0.19386177780501695
32659.036558626325,1148.9709424939028,22351.8726941455,19817.93242970183,8690.47559038685,1020.6172969877069,1840.7137548309618,4698.072232607907,1131.0723059602751,75977.81262496756,146286.37792737896,137595.9023369921,0.9405927215266682,1583.2954238913767,137595.9023369921,2501.7436788544014,311.3955073866561,199198,3,0.22268285969898333
28831.066844532077,1133.9027958254737,45382.45226006231,16652.275568991583,6689.356696614253,516.9594803308185,1515.0651133103404,2688.968113261213,1968.3639897118808,91999.69746941145,192650.13912502205,185960.7824284078,0.9652771769229135,2779.950163556533,185960.7824284078,3381.10513506196,305.47230768205026,246512,4,0.17533810672583278
15856.664946432738,5875.455620005261,6108.274368203358,22475.957122375126,8307.983347194819,886.8505146470824,1582.2580003010107,4295.927781493296,1542.9470507534288,50316.352057016484,102181.28101765808,93873.29767046326,0.9186936857274366,1129.9167770017193,93873.29767046326,1706.7872303720592,270.2549239873071,810529,1,0.10153024306427615
19424.34862551798,5265.381043648105,32913.6762447226,10441.843657683514,5875.031406049015,801.8820727445626,2637.0256490983706,1933.1224457967267,503.0012384093541,68045.2495715722,144240.5033254591,138365.4719194101,0.9592691978286239,2355.144378921057,138365.4719194101,2515.735853080184,299.09235310509837,692798,5,0.1671938855081831
23164.518834678755,3028.594594443551,19734.14353322784,4676.388334972807,6759.724118272654,546.3627347131257,1241.8415617926712,3433.6552964123043,1537.8645253545524,50603.64529732295,89700.22480180897,82940.50068353632,0.924640945625185,1226.9805576729736,82940.50068353632,1508.009103337024,145.60778966044285,307635,3,0.2843167493038024
20817.7147941114,1840.6180979480644,34630.605595373854,3931.159645812538,7502.783460404873,539.7649857517239,2400.8903008718135,2728.701467237166,1833.4267065441693,61220.098133245854,120423.31931926392,112920.53585885905,0.9376965898065504,1505.0485790345,112920.53585885905,2053.1006519792554,259.7142081839775,195093,3,0.15871678816511553
25826.144436782197,4864.97805143008,30633.664953672,8749.247700836899,6396.339875401482,839.1667486122034,1166.075769296641,2969.658276251697,1421.4390812409401,70074.03514272117,116472.76226480622,110076.42238940475,0.9450829554393232,1720.9282892037618,110076.42238940475,2001.3894979891772,276.7281145534658,940324,4,0.1520823223545892
32730.45286179626,5035.9527306771615,42266.19440044685,5717.063823054902,6472.232922229524,482.38111132955197,1168.1797811780057,3368.2420089536877,1453.4300207682784,85749.66381597517,203201.45563911885,196729.22271688932,0.9681486881977653,3039.5881155822335,196729.22271688932,3576.8949584888965,312.9006380916068,888679,5,0.17579914548299047
15472.713277113755,7515.044412316633,16026.62772237472,13237.376876660388,7155.28885558841,1272.111899647513,1296.9890948155198,4045.252522955878,540.9353381694991,52251.7622884655,64028.302016370726,56873.01316078231,0.8882480304762892,794.8388151564762,56873.01316078231,1034.0547847414966,258.0487989759014,902063,3,0.2482435291374888
20126.216712737616,3179.850097247452,37813.92273486788,14470.038454580075,6472.082634736154,740.9807077984932,917.699634947468,3580.892728212548,1232.5095637776449,75590.02799943302,143395.23558087548,136923.15294613934,0.9548654276516331,2115.5964883894167,136923.15294613934,2489.511871747988,146.40412542330338,297179,3,0.2743345501751069
26438.177638593657,5014.782693957494,38475.57395650768,12458.896083960126,6767.520717673783,1224.75687070966,1619.5708010467697,2807.8944508847703,1115.298595032583,82387.43037301896,133080.95116478662,126313.43044711283,0.9491473373278347,1866.4653676971802,126313.43044711283,2296.607826311142,211.58992887374296,826623,5,0.2642100930168233
29854.566644597264,2555.2078619794643,21385.807183999037,21441.728501541325,8630.443878754777,625.6573400435038,2526.4763405469394,4005.466829378287,1472.843368786046,75237.31019211709,99439.5001022438,90809.05622348902,0.9132090982971461,1052.194504700159,90809.05622348902,1651.0737495179822,189.17683806737762,160930,4,0.29302645785075765
33632.10567359929,1962.5171204865148,35835.57915014989,3513.5759746676667,7255.154929391732,1239.8930907360425,2021.2875495008002,3460.4287868937345,533.5455022611548,74943.77791890336,84960.07184880222,77704.91691941049,0.9146051224826734,1071.0304283732949,77704.91691941049,1412.8166712620089,325.1403683587554,573800,3,0.15911257722543848
19458.595978286678,4728.260168278264,38683.77603131331,17749.622856192527,8595.15582922702,562.746433274442,1571.9765430409404,4899.6161931644665,1560.8166597471711,80620.25503407078,115010.70625258873,106415.55042336171,0.9252664720591302,1238.087505772794,106415.55042336171,1934.8281895156674,171.78022838930562,985881,3,0.10038380683553404
22783.113078571725,3090.6540415750096,12902.58220670938,3611.0855989638653,8274.180155495005,574.6764028763968,1804.8987058213752,4031.708329429839,1862.8967173673932,42387.43492581998,44497.69523863766,36223.51508314265,0.814053736690828,437.7897798017617,36223.51508314265,658.6093651480481,315.29784268535064,922499,1,0.2952995407735668
19464.620521060482,1913.5274767798292,22583.65538695725,17215.39371882698,6775.621911664374,606.0875548389063,1076.1240208711333,3601.516547671182,1491.893788283153,61177.19710362454,63015.336875235036,56239.71496357066,0.892476621602777,830.03030122966,56239.71496357066,1022.540272064921,252.41727498931508,154816,2,0.15472909631709006
34558.49762349857,2801.338963867148,15593.267855073009,2933.912541214149,6478.885265450218,566.3645511888716,1893.472194125388,3490.1243209841678,528.9241991517914,55887.01698365289,71632.11150011372,65153.2262346635,0.9095533395600109,1005.6240165589041,65153.2262346635,1184.6041133575181,369.23216381999987,276453,3,0.29216620787034286
11902.615121872042,2857.7184449558968,29496.785046773635,9967.210336937518,8168.5585034017,1156.801299530667,1576.7166591735454,4075.9721747748845,1359.0683699226033,54224.32895053909,79485.10979131442,71316.55128791272,0.8972315880943238,873.0616455548892,71316.55128791272,1296.6645688711403,120.78304556416467,431025,3,0.19239964429952472
22602.518215079886,4857.962266555603,30764.7265604883,6702.544275412859,7453.345930455966,990.2106719835141,1447.8898202868302,3035.35609654304,1979.8893416425815,64927.75131753665,91623.55448606251,84170.20855560654,0.9186525127488943,1129.2942705325008,84170.20855560654,1530.3674282837553,271.4301414764872,514979,3,0.11633355574796221
23978.703324158,2094.0816265809735,8855.505123622297,22860.183350239546,8170.230857675584,1256.9491799809973,1659.7117245148825,4169.134482943381,1084.4354702363235,57788.473424600816,96054.99502837005,87884.76417069446,0.9149421552178261,1075.670512885575,87884.76417069446,1597.9048031035356,127.52054910713049,352141,1,0.21875933221379293
19642.097341199267,3120.9493590557668,65940.20371095727,9279.44865358493,7592.444789722834,972.986316059975,2210.7047999790593,3086.3617074262015,1322.3919662575984,97982.69906479723,139673.330645874,132080.88585615117,0.9456414137572718,1739.6357762777075,132080.88585615117,2401.470651930021,207.0551421494978,241659,5,0.2956690501038175
34655.26705042134,7456.575234920482,12800.78793455737,3943.7500184632427,7169.434872225453,894.3222700602747,1885.8113936703085,2831.2304102994904,1558.0707981953792,58856.380238362435,83118.5629116904,75949.12803946495,0.9137444799202961,1059.346090633915,75949.12803946495,1380.893237081181,313.0610384757046,899394,2,0.21700918755649468
17929.811211140186,6038.487934465631,15000.0,19386.000959128018,6901.089376446733,998.8205631570638,1788.7474871653699,2880.817513350303,1232.7038127739957,58354.30010473383,78064.67531199621,71163.58593554948,0.9115977956884393,1031.1935124102179,71163.58593554948,1293.883380646354,103.76580278456433,871442,1,0.2956521219745125
16970.236593971484,5445.705085167774,13962.957844931267,23481.23298858324,5978.667144645849,827.055497647354,969.7285210278866,2755.606096055434,1426.2770299151732,59860.13251265377,97568.05794143512,91589.39079678927,0.9387231100957802,1531.9366102996967,91589.39079678927,1665.261650850714,205.16717438455336,828673,2,0.1009049299070448
21366.5251359606,2926.3444636589384,31776.942149409508,3361.4208738459006,6212.831576730663,788.2807001804337,2038.4144577547029,2278.1496677732416,1107.9867510222844,59431.232622874944,73425.53031011518,67212.69873338452,0.9153859488587884,1081.8368066683277,67212.69873338452,1222.0490678797185,190.34607216538592,194071,4,0.2080489995122101
19501.670089877294,4222.319946859179,20561.511261155567,8860.96506615271,7197.115899443309,484.6436069326937,2288.287500066361,3476.5094738906587,947.6753185535954,53146.466364044754,50544.908662479145,43347.79276303584,0.8576094785826387,602.2939378590354,43347.79276303584,788.1416866006516,204.31714604982363,704705,3,0.14985415541731217
21944.138859602353,2604.802719431213,56139.72243420664,2555.066599373361,7951.859393371538,1375.87891880646,1898.5295686096479,2772.8723693037405,1904.5785366516907,83243.73061261357,93024.72724926936,85072.86785589781,0.9145188636558566,1069.8487441416826,85072.86785589781,1546.7794155617785,117.55820134139279,823056,5,0.10257893827805137
21382.461570224325,6821.858180020114,20400.09377453063,4203.317877959574,7718.007022986352,643.2985864755186,2110.559808385664,4359.248445314766,604.900182810403,52807.731402734644,86056.42935018353,78338.42232719719,0.9103145798487642,1015.0084353886149,78338.42232719719,1424.3349514035851,330.9943653243722,765056,2,0.24421481412840604
27412.59544664037,5914.727092122902,42032.18564247102,20181.725043558323,7106.290583723105,911.4859000687366,2343.634420406134,2279.2209640746237,1571.9492991736108,95541.23322479262,114055.55890599938,106949.26832227627,0.9376944828302506,1504.9943013481973,106949.26832227627,1944.5321513141141,351.34432124451615,700036,3,0.2687338833078048
22256.146873358055,3967.8978162804815,22525.913676251294,10829.286455629483,8233.84987004507,1325.4252368447933,1846.040049417267,3146.531991592249,1915.8525921907587,59579.244821519314,73016.99470055525,64783.14483051018,0.8872337884651057,786.7904546838134,64783.14483051018,1177.8753605547306,156.59990463914056,522075,5,0.21988405715532477
23301.230312826316,8368.719807888097,25023.438006179444,13831.875098029612,7894.137329512973,626.857993130675,1521.2549756976307,4450.443356247241,1295.5810044374255,70525.26322492347,80260.27144429248,72366.1341147795,0.901643276462226,916.7073119469549,72366.1341147795,1315.747892995991,235.97862425342169,721675,3,0.11919185364049266
13619.661487856245,3380.2135839985995,30988.288023494308,14747.660525995774,8460.37441866426,642.5181313287649,2415.3049992833985,4571.807861681111,830.7434263709863,62735.82362134493,73853.07281620757,65392.69839754331,0.8854431630797687,772.929130101876,65392.69839754331,1188.9581526826057,154.54751154324487,342896,3,0.1558493236031374
18976.23754809264,4995.606596482924,52736.59542391968,11066.646062370748,6536.246857921348,862.9288511885659,2810.06524462214,1987.9225226916815,875.3302394189602,87775.085630866,103095.30116310054,96559.05430517919,0.9365999537885751,1477.2859165831264,96559.05430517919,1755.619169185076,216.2679898066633,866974,5,0.10244387381075344
23119.075604756425,3184.142806499806,21791.41082622985,5440.875209134597,7571.837852961382,1205.4267542070963,1578.6050648303,4191.45327022543,596.3527636985553,53535.504446620675,107337.05840175778,99765.2205487964,0.9294573750603419,1317.5826329901893,99765.2205487964,1813.913100887207,175.88147759636774,259510,3,0.14727434920200477
19066.03803385989,6452.584437203425,36382.3716916302,19197.286975132793,5732.889169893172,550.2383891826578,1979.1215090009352,2581.5897698877766,621.9395018218031,81098.28113782631,100361.97803966013,94629.08886976696,0.9428778778390787,1650.635239326113,94629.08886976696,1720.5288885412174,170.22996156812096,529962,4,0.25848805480585724
23757.59389085393,6810.477813582885,10170.139385943776,10562.029356870375,7094.566096845234,1245.9498957433905,1355.8402038239738,3089.5648468231757,1403.2111504546933,51300.240447250966,67231.64302423525,60137.076927390015,0.8944757888143856,847.649822504739,60137.076927390015,1093.4013986798184,240.4617237309844,696568,1,0.2964852435346632
20591.809343871395,4832.155084210398,12294.71914255031,11507.038832520548,8172.586420183599,796.2433362572442,2212.3194711304664,4456.637101054225,707.3865117416632,49225.72240315265,83993.15586453695,75820.56944435336,0.9026993766805925,927.7426453038355,75820.56944435336,1378.555808079152,309.37474900708554,352882,2,0.15157955601041764
35939.163632740616,1440.1282804248588,30362.492448167824,5280.718984524301,7641.887775086576,933.4342413469574,1403.6046338151104,3354.288497242729,1950.5604026817794,73022.50334585759,142251.1415364224,134609.25376133583,0.9462789001722709,1761.4659848863173,134609.25376133583,2447.4409774788332,323.331627071633,132839,5,0.14210249777119488
22002.813004578387,2384.7997664403047,11309.253274645496,20697.088381717538,8169.790641047484,1156.1401916045816,1395.5461457721547,3782.787041345579,1835.317262325168,56393.95442738173,97727.37277001585,89557.58212896837,0.9164022278561234,1096.2041264436343,89557.58212896837,1628.3196750721522,296.6403771022482,646437,1,0.27115335568409304
12552.427826017345,1280.922116692364,17061.192514097052,20578.261500847617,6527.957698526985,1125.731858118254,1697.08120614245,2489.9968736961405,1215.1477605701398,51472.80395765438,58922.34059681273,52394.38289828575,0.8892108216950211,802.6152330936274,52394.38289828575,952.6251436051955,117.5826667821451,176375,2,0.266880440338615
37689.854767749974,7859.535780064423,40948.95403034409,6476.474075066977,5555.579602040241,1007.5139130748108,1227.7880742816885,2232.232473781167,1088.0451409025754,92974.81865322546,81003.01481692074,75447.4352148805,0.9314151502311773,1358.0479557375625,75447.4352148805,1371.7715493614637,302.6195903228209,917875,5,0.2538826190410328
24049.87825660961,4245.7796107776085,53959.32503797049,9373.798221789608,7247.850369983244,825.5695238060653,1414.5577070620116,3135.991692555378,1871.7314465597885,91628.78112714732,103716.51768970235,96468.6673197191,0.9301186490693096,1330.9969493746894,96468.6673197191,1753.975769449438,161.08636468226533,760738,5,0.16785651892884978
20429.02730986956,6049.811446174017,23673.703935674377,9903.261219700993,7170.958952995228,1258.3494741150778,1127.0442887079257,3052.1529710119607,1733.412219160264,60055.80391141895,92794.91567451575,85623.95672152052,0.9227225015414869,1194.0377470122928,85623.95672152052,1556.799213118555,275.05795127709365,929288,4,0.23519127871135995
12658.589815676281,2848.3717935041586,25008.55989587627,12500.0,6591.7853633890745,886.3437204046137,1485.1775103680259,2845.4113387469692,1374.852793869465,53015.52150505671,67518.63256299384,60926.84719960476,0.9023708698892999,924.2844516448283,60926.84719960476,1107.760858174632,158.95166224802213,308697,5,0.27295228842241026
28014.591433522808,4297.666421598888,26774.031807938693,9725.013909998954,7307.817099755203,1049.878235497376,1632.620788422495,3177.6207061312534,1447.6973697040783,68811.30357305934,74994.94104692033,67687.12394716512,0.9025558657992264,926.229036977848,67687.12394716512,1230.6749808575476,272.6341472125799,305846,4,0.2191600347689445
17240.189149830832,7054.113073053426,13984.56034217535,10224.92128765444,8649.722824838156,614.2422121434754,2121.202137548777,4431.535183608867,1482.7432915370375,48503.78385271405,53386.87885694338,44737.156032105224,0.8379803612791049,517.2091284086007,44737.156032105224,813.4028369473677,148.1932077077244,660824,2,0.27666718121391554
19718.30859765307,2908.8160697563517,16995.0597662836,19821.047222963487,4996.304946414674,688.9103924815372,1247.188081522651,2279.3452179481956,780.8612544622908,59443.23165665651,84884.5690074866,79888.26406107192,0.9411400092521643,1598.946920131434,79888.26406107192,1452.5138920194895,203.01935616593514,896754,3,0.11615128372849232
24754.92344108279,1419.3444716897932,47138.32836420633,11756.941318624364,6260.546635574049,593.947632788195,2247.3610391385123,1914.155891712225,1505.082071935117,85069.53759560328,170419.57905012133,164159.03241454728,0.9632639238374554,2622.1197919324345,164159.03241454728,2984.709680264496,229.18926942803722,101664,4,0.21461027071943733
25300.20590640659,3235.805193123998,20940.006882058813,30633.35337010285,8254.888394197995,1196.1118288304465,1704.6351245062285,4087.1025139538174,1267.0389269075015,80109.37135169224,101744.20899526654,93489.32060106855,0.9188662580827374,1132.5328234210674,93489.32060106855,1699.8058291103373,152.81673633855831,452002,3,0.15098227499345
